Description	Valence_value	Arousal_value
crossword	6.234	3.967457627118644
rap	5.715999999999999	4.8915254237288135
frivolous	3.9090000000000003	4.809152542372882
moxie	5.6739999999999995	4.27135593220339
hexagon	5.336	2.5254237288135597
tireless	5.603	5.688050847457627
possibly	4.584	4.0
mistaken	2.048	5.9491525423728815
climb	5.77	5.0766949152542376
brotherhood	7.67	4.870847457627119
deductible	4.355	3.661949152542373
buddhist	5.56	2.152542372881356
teletype	5.228	3.896101694915254
lighting	6.82	4.629491525423729
prohibitive	2.248	6.26271186440678
grab	5.0120000000000005	5.546610169491526
riff	4.899	4.9948305084745765
laughter	8.390666666666666	6.097514124293785
storehouse	5.56	2.7288135593220337
repelling	2.472	5.974576271186441
pallet	5.281000000000001	3.351271186440678
compulsion	2.947	5.970423728813559
degeneracy	2.144	6.711864406779661
wound	2.72	5.668220338983051
ambiguity	2.312	4.508474576271187
modulate	6.3839999999999995	3.516949152542373
cannon	4.957333333333334	5.379661016949153
rearrangement	5.336	5.076271186440678
crouch	4.019	4.897881355932204
distaste	2.472	5.90677966101695
explication	5.08	4.38135593220339
linguist	5.332	3.5583898305084745
grandiose	6.72	5.614915254237289
graver	1.8159999999999998	5.88135593220339
relapse	2.6470000000000002	4.279237288135594
industrialist	4.933	5.37228813559322
sandal	4.92	3.008474576271187
bargain	6.927	5.303559322033898
fled	2.792	6.02542372881356
cigarette	2.876	4.5423728813559325
subito	3.9760000000000004	5.923728813559323
uncritical	4.84	3.7203389830508478
oppressive	3.129	5.925084745762712
grouping	5.93	4.642711864406779
mortar	3.9019999999999997	5.146864406779661
unimpeached	4.664	3.4491525423728815
venetian	5.932	3.885593220338983
bloodline	5.395	5.0889830508474585
pester	2.702	6.200169491525424
erst	3.2159999999999997	4.186440677966102
sux	4.248	5.110169491525425
preservation	6.508	4.766101694915254
towering	4.675	5.288813559322033
restrain	3.246	5.604237288135593
sweating	3.336	6.26271186440678
dippy	4.35	4.168474576271187
taupe	4.474	3.595762711864407
fascination	7.665	6.120508474576272
hazmat	3.9019999999999997	5.104745762711865
stainless	5.801	3.379152542372881
credential	6.88	3.4661016949152543
judo	5.395	5.902542372881356
tequila	6.083	6.198559322033898
strangulation	2.055	6.8093220338983045
beep	5.4350000000000005	4.507457627118645
bulge	3.41	4.393644067796611
cadet	4.916	3.710338983050847
javelin	4.66	4.288220338983051
trillion	5.793	4.679745762711865
battery	4.55	4.08093220338983
terrorist	1.7306666666666668	7.283841807909606
angered	1.08	7.898305084745763
take	6.2219999999999995	4.840508474576271
illegality	1.752	5.991525423728814
indigent	3.474	4.438220338983051
taboo	3.5570000000000004	6.1994915254237295
cop	4.058	6.017796610169492
rogue	3.7809999999999997	5.846271186440678
probable	5.557	3.814830508474576
drooping	2.96	5.338983050847458
arrhythmia	3.49	5.771610169491526
catastrophe	2.434	7.158983050847459
firewood	5.625	4.069661016949153
cluster	4.984999999999999	4.350762711864407
lifer	4.078	4.779237288135594
engrossed	5.328	4.601694915254238
hearer	6.247999999999999	2.991525423728814
cesspool	2.643	4.464237288135593
biweekly	5.648	3.4661016949152543
mindless	2.7359999999999998	3.266101694915254
etiology	5.0	3.8728813559322033
namesake	4.343999999999999	3.38135593220339
tumultuous	2.664	5.88135593220339
unborn	4.178	4.216271186440678
cunning	5.441	5.6576271186440685
witch	3.238	5.963559322033898
absinthe	4.189	4.316101694915254
diagonal	5.085	3.4034745762711864
gauche	3.032	3.983050847457627
feat	6.5	5.296610169491526
tartan	4.584	4.194915254237288
evermore	6.416	4.423728813559323
ceaseless	4.023999999999999	6.576271186440679
collusion	3.92	4.932203389830509
nodular	4.504	3.584745762711865
house	6.715333333333334	3.421412429378531
rawhide	4.068	4.010508474576271
capitalize	6.558999999999999	4.806694915254237
accent	6.132	4.292796610169492
contrition	4.088	4.715423728813559
mannered	4.752	5.322033898305086
drag	3.8919999999999995	5.2778813559322035
wording	6.224	4.8474576271186445
painkiller	5.163	3.322118644067797
foxy	5.708	5.40042372881356
bleeding	2.08	7.533898305084747
heirs	7.367999999999999	5.008474576271187
sib	6.584	3.1355932203389827
sucks	1.92	6.398305084745763
blonde	6.292	5.489406779661017
hurry	4.348000000000001	6.229491525423729
housewarming	7.058	5.428559322033898
sideways	7.303999999999999	2.686440677966102
reader	6.863999999999999	3.479237288135593
stratification	5.248	4.76271186440678
pug	5.85	3.3427966101694913
intracranial	3.934	5.08093220338983
inconceivable	3.817	4.84906779661017
two	5.73	2.817542372881356
prismatic	4.432	5.372881355932204
patronage	5.664	4.76271186440678
jackass	3.277	6.522288135593222
headset	5.593	3.795762711864407
indomitable	4.664	7.389830508474577
tactile	5.584	4.084745762711864
born	7.625	4.411864406779661
cowhand	4.577	4.003983050847458
gymnastics	6.205	5.458728813559323
instructional	6.584	4.8474576271186445
mime	4.61	2.7058474576271188
undoing	2.752	4.4406779661016955
goods	8.104	3.9661016949152543
qualifying	7.303999999999999	5.500000000000001
plated	5.496	4.491525423728813
venting	4.0	3.898305084745762
hooray	5.88	4.686440677966102
spectacle	6.553000000000001	5.661864406779662
bike	6.382	4.233728813559322
glisten	6.8100000000000005	5.52135593220339
insistent	5.083	4.950762711864407
manage	5.095000000000001	4.310847457627119
disband	3.708	4.075593220338983
currency	5.782	4.101271186440678
brutish	3.08	6.221694915254238
systematically	6.52	3.915254237288136
irrational	2.75	5.610847457627119
brood	5.357	3.7892372881355936
alabaster	5.418	3.991949152542373
creep	3.391	5.4366101694915265
largo	5.168	4.677966101694915
celestial	7.148	4.1705084745762715
op	5.025	3.6284745762711865
tripod	4.739000000000001	4.109152542372881
accompanying	7.296	4.508474576271187
log	5.334	4.022118644067797
undercover	4.842	4.826864406779661
drizzle	5.1739999999999995	3.9158474576271187
defined	6.36	2.423728813559322
hating	1.6640000000000001	7.559322033898305
dark	4.124666666666667	4.117683615819209
confer	5.337	3.5874576271186447
night	6.231999999999999	3.7680508474576273
masses	4.913	4.279576271186441
mourn	1.924	5.250423728813559
sheath	4.765	3.660593220338983
dungeon	3.364	5.4463559322033905
mien	5.0	3.593220338983051
pore	4.563000000000001	3.0133898305084745
bastion	5.248	4.8474576271186445
resentment	2.652	6.0568644067796615
suppression	3.4080000000000004	4.182457627118644
renown	6.186999999999999	3.792796610169492
induction	4.728	4.862796610169491
married	6.392	5.440677966101695
recurring	4.1899999999999995	4.392966101694916
lance	4.474	4.7322033898305085
insulated	2.664	2.8559322033898304
horrid	2.048	6.546610169491526
toupee	3.792	2.9791525423728817
hippopotamus	5.854	4.390084745762712
hypnotize	5.226	4.978389830508474
villager	6.68	3.889830508474576
surfboard	6.181000000000001	5.273305084745763
bent	4.0	4.4491525423728815
air	6.571333333333333	3.1205084745762712
mir	4.336	3.483050847457627
strep	3.3449999999999998	4.927033898305085
railing	5.039	3.1527966101694913
powdery	3.5839999999999996	3.915254237288136
puddle	4.234	3.7497457627118647
story	6.747	3.7854237288135595
outdoor	7.421	3.164830508474576
incorporate	6.165	4.253305084745763
mercy	6.5760000000000005	3.110423728813559
uncorrelated	3.6639999999999997	3.38135593220339
razor	4.263333333333333	5.123220338983051
dishonesty	1.9009999999999998	5.508559322033898
plunder	3.0	6.6182203389830505
pianist	7.2989999999999995	4.160593220338983
neurosis	2.5629999999999997	5.700847457627118
fringe	5.16	4.204915254237288
zeppelin	5.336	5.271186440677967
waterfront	7.114	3.351101694915254
millimeter	4.638	2.865084745762712
proactive	6.698	5.06864406779661
complexion	5.2940000000000005	4.783474576271187
disrelish	4.0	4.601694915254238
pathological	2.735	4.6059322033898304
uninhabited	4.429	3.0596610169491525
cartoon	7.338	4.825847457627119
mediator	5.736000000000001	4.322033898305085
bidding	5.489	5.488898305084746
irrepressible	5.096	5.40677966101695
regency	5.16	4.610169491525425
excerpt	4.496	3.7203389830508478
homely	5.83	2.6953389830508474
perimeter	5.105	4.032203389830508
bible	6.246	3.083474576271186
midget	4.3740000000000006	3.555084745762712
vie	4.872	4.771186440677966
bingo	6.25	5.63135593220339
tuxedo	6.396000000000001	3.970084745762712
vicar	5.3740000000000006	3.8078813559322033
hardened	4.384	4.998728813559323
overestimated	3.752	6.084745762711864
captivate	6.584	5.728813559322035
hydroponics	5.21	4.676355932203389
marksman	5.025	6.129745762711865
sanity	6.143000000000001	3.7411016949152542
raptors	3.24	5.398305084745763
ventricular	4.52	5.262711864406779
diddle	4.591	4.278389830508475
flashlight	6.112	4.079322033898305
doom	2.292	6.568050847457627
gape	4.944	6.127118644067797
carver	4.343999999999999	4.8474576271186445
episode	5.876	3.695169491525424
naughty	5.324	7.411440677966102
revolver	3.2906666666666666	6.39864406779661
gauntlet	4.56	4.6005932203389825
divination	5.0	6.118644067796611
mope	3.7590000000000003	3.2444067796610168
magenta	6.015000000000001	3.760338983050848
proposal	6.776999999999999	5.49635593220339
overhear	5.045	3.9866949152542372
presidency	6.429	5.501864406779661
nature	7.462	3.5131638418079096
arable	5.08	3.576271186440678
responsible	6.988	4.038135593220339
operative	5.614000000000001	5.175762711864407
rueful	2.3840000000000003	4.245762711864407
cantina	5.8839999999999995	4.858305084745763
silky	7.208	3.852288135593221
concern	4.025	5.765254237288136
playoff	5.558	6.018983050847458
realization	5.926	4.301101694915254
palliative	5.3839999999999995	3.9491525423728815
clump	4.664	3.9639830508474576
courteous	7.773	3.9580508474576273
assert	6.34	5.2479661016949155
nectar	6.889333333333333	3.7517514124293783
beaker	4.93	3.937372881355932
attainable	7.08	4.8474576271186445
excess	4.1850000000000005	6.782033898305085
smaller	3.4	3.2372881355932206
horticulture	6.6	4.169491525423729
utterly	6.064	4.338983050847458
temporary	4.497	3.7385593220338986
continuance	6.046	4.2511016949152545
amend	6.177	3.55542372881356
empathize	7.258	4.584322033898305
knob	4.465	3.355508474576271
orbs	4.752	3.61864406779661
conditions	5.408	4.3474576271186445
refraction	4.103999999999999	4.601694915254238
fry	5.555	5.389830508474576
pessimism	1.6640000000000001	4.711864406779661
occupational	5.922	4.452372881355933
arrangement	5.855	3.4237288135593222
ponder	6.285	3.890254237288136
happening	6.167999999999999	5.093220338983051
fracture	2.85	6.075677966101695
induced	4.176	4.601694915254238
intuitively	6.36	5.364406779661018
kilometer	5.22	4.215254237288136
lute	4.672	4.059322033898305
chutney	4.861	3.5628813559322032
throw	4.651	5.827796610169491
repeat	4.779999999999999	4.396610169491526
wordy	6.144	4.661016949152542
afield	5.752	3.7457627118644066
crying	2.224	6.576271186440679
contributor	7.752000000000001	4.932203389830509
ingrained	5.248	4.76271186440678
twitchy	2.751	6.694915254237288
shuttle	5.449	4.714322033898306
expedition	6.705	5.953389830508475
sportsman	6.465	5.844491525423729
multiplex	5.484999999999999	5.2800847457627125
supposition	5.248	4.067796610169491
down	2.664	3.406779661016949
motte	4.848000000000001	3.906779661016949
fanciful	6.7330000000000005	5.218559322033899
chainsaw	3.968	6.286864406779662
upper	6.3100000000000005	4.306610169491526
cautiously	5.08	3.898305084745762
lacrosse	5.436999999999999	4.934745762711865
leech	2.715	4.989915254237289
regard	6.558	3.423813559322034
lantern	5.6386666666666665	3.3296045197740107
antique	6.286	3.5338983050847457
paganism	2.92	6.033898305084747
stumped	3.752	5.728813559322035
childlike	6.074	4.45635593220339
blockbuster	6.26	5.844491525423729
buy	6.994	5.708559322033899
supernova	6.706	5.906779661016949
figurine	7.08	3.008474576271187
generation	7.152	4.458983050847458
dealing	6.792000000000001	4.127118644067797
tetanus	2.697	5.51
titty	5.488	5.254237288135593
vat	4.1370000000000005	4.010593220338983
boardroom	4.91	4.578389830508475
privately	4.664	5.372881355932204
kite	6.522	4.523728813559322
symmetry	5.551	3.061101694915254
disrupting	2.4880000000000004	5.330508474576272
foggy	4.241	3.573050847457627
rash	2.9509999999999996	5.689661016949152
tidbit	5.416	3.8474576271186445
kicker	4.763	5.742796610169492
pastor	5.967	3.260084745762712
pituitary	4.519	4.051694915254238
exaggerate	3.452	5.76542372881356
jet	6.318	5.990169491525424
thermal	5.1	3.570508474576271
plenary	5.584	3.6271186440677967
busy	4.813000000000001	4.683728813559322
continuation	5.575	4.216610169491526
unpunished	3.918	5.457033898305085
neighborhood	5.085	4.317372881355932
panorama	6.752000000000001	4.016949152542373
savor	7.158	4.46406779661017
equation	5.061	3.8872033898305087
trickle	5.0	2.2711864406779663
rugby	6.178000000000001	5.829661016949153
muff	5.4830000000000005	3.5195762711864407
huffy	4.3	4.800254237288136
lovemylife	8.168	7.389830508474577
worsening	1.92	6.415254237288137
hump	4.059	4.84271186440678
condiment	5.16	3.4322033898305087
noir	4.6850000000000005	3.7695762711864407
shattered	1.7759999999999998	7.440677966101695
mingle	5.349	4.543983050847458
choice	6.66	4.268474576271187
pontoon	5.0	3.805084745762712
fund	5.859	4.125508474576272
reassuring	7.776	3.2203389830508478
rapid	5.453	6.869067796610169
respectability	7.13	4.149661016949153
reunion	6.848666666666667	5.265819209039548
canary	6.013	3.2245762711864407
exploit	3.573	6.64542372881356
deflect	3.582	4.225593220338983
absorbent	5.416	3.9491525423728815
keepsake	6.825	3.8209322033898303
armpit	3.682	3.950254237288136
quietly	5.488	1.6694915254237288
cardigan	5.871	3.2979661016949153
pipe	5.039	3.800762711864407
clutter	2.875	4.6789830508474575
pinching	3.0	7.288135593220339
denied	2.504	5.728813559322035
icebreaker	5.6240000000000006	4.5244067796610175
sewerage	2.664	4.423728813559323
construction	6.657	4.763305084745763
insists	4.92	5.584745762711865
bilge	4.039	3.8311016949152545
yayyy	5.816	6.5423728813559325
conflicting	2.942	5.887203389830509
dentists	3.912	5.694915254237288
jargon	4.257	4.602118644067797
jazzy	6.805	4.50135593220339
gregarious	5.408	4.601694915254238
assassin	2.261333333333333	6.872316384180791
numbering	5.08	3.686440677966102
grizzly	4.317	5.682203389830509
brains	6.303999999999999	5.330508474576272
yonder	5.92	3.406779661016949
despicable	2.464	5.7435593220338985
creativity	8.117	5.853389830508474
wit	7.501	4.710932203389831
peppermint	6.8	3.683728813559322
playback	6.004	4.3537288135593215
ascent	7.04	5.923728813559323
awed	5.553999999999999	5.706497175141243
moth	4.026999999999999	3.063135593220339
quest	6.202	6.238983050847457
crucify	2.219333333333333	6.706949152542374
huff	4.252	4.510593220338983
assurance	6.175000000000001	3.5829661016949155
unemployment	2.036	4.795
dispatcher	4.255	5.21813559322034
annulus	4.664	3.8305084745762716
cruise	6.695	4.337966101694915
lift	5.976000000000001	4.950000000000001
conclusive	5.16	4.074406779661017
emigration	5.512	6.2372881355932215
moderate negative	2.416	4.8474576271186445
bonsai	6.546	3.3508474576271183
primates	3.92	4.466101694915254
subduction	3.8	5.432203389830509
scratch	4.079000000000001	5.128389830508475
possessing	4.688000000000001	5.635593220338984
getoveryourself	4.76	4.686440677966102
shears	4.432	5.076271186440678
heretic	2.635	5.9935593220338985
accounting	4.918	3.797627118644068
bulletproof	6.6	6.760169491525424
luscious	7.496666666666667	5.459378531073447
bridesmaid	6.587	4.914237288135594
mourning	2.0629999999999997	4.33135593220339
minimize	4.52	3.400084745762712
brimming	6.247999999999999	6.4576271186440675
reorganization	5.976	5.584745762711865
withstand	4.955	4.732118644067796
midwifery	5.08	5.440677966101695
bathe	6.958	3.1258474576271187
unsuspecting	3.683	4.236864406779661
throb	5.0	6.313559322033898
penitent	5.073	4.450847457627119
police	4.627	6.542796610169492
conspicuous	4.441	4.443474576271187
scold	2.6609999999999996	5.599237288135594
superiority	5.303000000000001	5.595932203389831
sacred	7.307	4.3940677966101696
irreplaceable	5.211	5.07271186440678
burst	3.839	6.638220338983051
apprehend	4.654	5.514152542372882
balance	6.656000000000001	3.492966101694915
rarity	6.324	4.652118644067796
vaccine	5.74	5.7334745762711865
wallflower	5.958	3.0227966101694914
fray	3.9779999999999998	4.851694915254237
discussion	4.922	6.372881355932204
audacity	6.140000000000001	5.554237288135593
herpes	1.725	5.6374576271186445
servant	3.8600000000000003	3.9188983050847455
mosaic	6.205	3.214406779661017
hospitality	7.595	3.3811016949152544
inexpensive	7.091	4.4293220338983055
